ID	Semestar	Pitanje	Opcija A	Opcija B	Opcija C	Opcija D	Tocan odgovor	Objasnjenje
124	1	Solunska fronta bila je važna za:	Zapadni front	Proboj Saveznika na Balkanu 1918.	Japanski front	Afrički front	1	Dovela do kapitulacije Bugarske i oslobođenja Srbije.
125	2	WHO (Svjetska zdravstvena organizacija) osnovana je:	1920.	1945.	1948.	1960.	2	Koordinira globalno javno zdravstvo.
126	2	Zelena revolucija (1960-ih) donesla je:	Ekološke pokrete	Povećanje poljoprivredne proizvodnje naprednim sortama žitarica	Vojnu revoluciju	Industrijsku revoluciju	1	Norman Borlaug — spasio stotine milijuna od gladi.
127	1	Bauhaus je bio:	Politička stranka	Utjecajna škola arhitekture i dizajna u Njemačkoj (1919.-33.)	Vojni pokret	Religijski pokret	1	Funkcionallam u umjetnosti i dizajnu.
128	2	Rat u Afganistanu (2001.-2021.) započeo je:	Prije 11. rujna	Kao odgovor na terorističke napade 11. rujna	Zbog nafte	Zbog teritorijalnog spora	1	SAD predvodio koaliciju protiv talibana.
129	1	Bitka kod Verduna (1916.) trajala je:	2 tjedna	10 mjeseci	2 dana	3 godine	1	Najduža bitka I. sv. rata — oko 700 000 žrtava.
130	2	Europska konvencija o ljudskim pravima potpisana je:	1945.	1950.	1993.	2000.	1	Štiti temeljna prava u Europi.
131	1	Kemijsko oružje prvi put masovno korišteno je u:	Napoleonskim ratovima	Prvom svjetskom ratu	Drugom svjetskom ratu	Korejskom ratu	1	Yperit (gorušica plin) — 1915. kod Ypresa.
132	2	Pad komunizma u Rumunjskoj (1989.) bio je:	Mirne	Krvav — Ceaušescu svrgnut i pogubljen	Demokratski izbori	Postupna reforma	1	Jedina nasilna revolucija u Istočnoj Europi 1989.
133	2	Reunifikacija Njemačke:	1985.	1989.	3. listopada 1990.	1995.	2	Istočna i Zapadna Njemačka postale jedna država.
134	2	Rat u Čečeniji vođen je:	Između Kine i Japana	Između Rusije i čečenskih separatista	Između SAD-a i SSSR-a	U Africi	1	1994.-96. i 1999.-2009.
135	2	Genocid u Rwandi (1994.):	Nije se dogodio	Hutu ekstremisti ubili oko 800 000 Tutsija	Bio je manji sukob	Bio je ekonomski	1	U samo 100 dana — jedan od najbrutalnijih genocida.
136	1	Što je New Deal?	Nogometni turnir	Rooseveltov program ekonomskog oporavaka SAD-a u 1930-ih	Vojni plan	Međunarodni sporazum	1	Javni radovi, regulacija banaka, sociajlna zaštita.
137	1	Weimarska republika je:	Austrijska država	Njemačka demokratska republika 1919.-1933.	Francuska pokrajina	Talijanska republika	1	Prethodila nacističkoj Njemačkoj.
138	2	Masovni mediji u 20. st. uključuju:	Samo novine	Radio, televiziju, film, internet	Samo knjige	Samo poštu	1	Transformirali komunikaciju i politiku.
139	2	Feminizam u 20. st. borio se za:	Samo pravo glasa	Jednakost žena u svim aspektima društva	Samo obrazovanje	Samo zapošljavanje	1	Valovi feminizma — od prava glasa do jednake plaće.
140	2	Rosa Parks je:	Pjevačica	Afroamerikanka koja je odbila ustupiti mjesto u autobusu	Sportašica	Političarka	1	1955. Montgomery, Alabama — pokrenula pokret za građanska prava.
141	1	Pakt Molotov-Ribbentrop (1939.) bio je:	Vojni savez	Sporazum o nenapadanju između Njemačke i SSSR-a	Trgovinski ugovor	Sportski dogovor	1	Tajni protokol — podjela Poljske.
142	1	Dunkirk (1940.) je:	Vojni napad	Evakuacija savezničkih vojnika iz Francuske	Ofenziva	Pomorska bitka	1	Preko 300 000 vojnika spašeno brodovima.
143	2	Kennedy-Nixon debata (1960.) bila je:	Radiofonska debata	Prva televizijska predsjednička debata	Literarna rasprava	Sudski proces	1	TV je promijenio politiku.
144	2	Černobilska nesreća (1986.) bila je:	Vojni napad	Nuklearna katastrofa u današnjoj Ukrajini	Prirodna nepogoda	Ekonomska kriza	1	Najgora nuklearna nesreća u povijesti.
145	2	Indira Gandhi bila je:	Britanskа političarka	Indijska premijerka	Američkа predsjednica	Japanska carica	1	3 mandata, ubijena 1984.
146	2	Margaret Thatcher bila je:	Američkа predsjednica	Prva britanska premijerka	Francuskа predsjednica	Njemačkа kancelarka	1	Željezna lady — na vlasti 1979.-1990.
147	1	Balfourova deklaracija (1917.) obećala je:	Neovisnost Irske	Židovsku domovinu u Palestini	Slobodu Indije	Neovisnost Arabije	1	Britanski dokument — temelj za osnivanje Izraela.
148	2	Izrael je osnovan:	1945.	1948.	1956.	1967.	1	14. svibnja 1948. — David Ben-Gurion.
149	2	Šestodnevni rat (1967.) bio je:	Između SAD-a i SSSR-a	Između Izraela i arapskih susedea	U Europi	U Aziji	1	Izrael zauzeo Sinaj, Zapadnu obalu, Gazu, Golan.
150	2	Opći sporazum o carinama i trgovini (GATT) preteča je:	NATO-a	UN-a	WTO-a (Svjetska trgovinska organizacija)	EU-a	2	WTO osnovan 1995.
151	1	Englesko-burski rat (1899.-1902.) vodio se u:	Indiji	Južnoj Africi	Australiji	Kanadi	1	Britanci protiv bura (nizozemskih kolonista).
152	1	Tanzimat reforme u Osmanskom Carstvu (19. st.) bile su:	Vojne ofenzive	Modernizacijske reforme po europskom uzoru	Kolonialne ekspanzije	Religijske reforme	1	Pokušaj spašavanja propadajućeg carstva.
153	2	Ustav Europske unije nikada nije:	Predložen	Ratificiran — odbijen na referendumima u Francuskoj i Nizozemskoj	Napisan	Razmatran	1	2005. — zamijenjen Lisabonskim ugovorom.
154	2	Lisabonski ugovor stupio je na snagu:	2005.	2007.	2009.	2013.	2	Reformirao institucije EU.
155	1	Apsolutizam je:	Demokracija	Sustav vlasti u kojem vladar ima neograničenu moć	Republika	Anarhija	1	Npr. Luj XIV: 'Država, to sam ja.'
156	1	Nacionalizam u 19. i 20. st. je:	Samo pozitivan	Pokret koji može biti i ujedinjujući i razoran	Samo negativan	Nepostojeći	1	Ujedinjenje Italije i Njemačke, ali i ratovi.
157	2	Hrvatska je imala općine izbore 1990. kad je pobijedila:	SKH	HDZ	HSLS	SDP	1	Hrvatska demokratska zajednica — prvi višestranački izbori.
158	2	Srpska autonomna oblast Krajina bila je:	Legalna republika	Samozvana srpska tvorevina u Hrvatskoj	Dio Slovenije	Dio BiH	1	Proglašena se samoprozvanom vlašću, oslobođena 1995.
159	2	Bljesak je:	Prirodna pojava	Vojna operacija HV-a u zapadnoj Slavoniji (1995.)	Sportski termin	Kulturni pokret	1	Brza akcija u svibnju 1995.
160	2	Hrvatska je postala 28. članica EU:	1. siječnja 2013.	1. srpnja 2013.	1. siječnja 2014.	1. srpnja 2014.	1	Dug proces pristupnih pregovora.
161	1	Potopljeni Lusitania (1915.) pomogao je:	Okončati rat	Usmjeriti američki javnost prema ulasku u I. sv. rat	Početi II. sv. rat	Okončati Hladni rat	1	Njemački podmornica potopila britanski brod s Amerikancima.
162	1	Zimmermannov telegram (1917.) bio je:	Ljubavno pismo	Njemački prijedlog Meksiku da napadne SAD	Trgovinski ugovor	Sportski poziv	1	Presječen — jedan od razloga za američki ulazak u rat.
163	2	Pandemija COVID-19 počela je:	2018.	Krajem 2019. u Wuhanu, Kina	2021.	2015.	1	Promijenila svakodnevni život diljem svijeta.
164	2	Brexit referendum održan je:	2014.	2016.	2018.	2020.	1	23. lipnja 2016. — UK glasao za izlazak iz EU.
165	1	Armenski genocid (1915.) provela je:	Rusija	Austro-Ugarska	Osmanska vlast	Francuska	2	Procjene žrtava: 1-1,5 milijuna Armenaca.
166	2	Konferencija u Jaltia (1945.):	Planirala invaziju na Japan	Dogovorila poslijeratni poredak Europe	Završila I. sv. rat	Osnovale NATO	1	Churchill, Roosevelt, Staljin — podjela utjecaja.
167	2	Potsdamska konferencija (1945.):	Planirala I. sv. rat	Odredila upravljanje poraženom Njemačkom	Završila Korejski rat	Osnovale EU	1	Truman, Staljin, Attlee — podjela Njemačke na zone.
168	2	Hladni rat karakterizirao je:	Izravan vojni sukob između SAD-a i SSSR-a	Napetost, utrku u naoružanju, proxy ratove, ali ne izravni sukob	Samo ekonomski sukob	Samo kulturni sukob	1	MAD (Mutually Assured Destruction) sprječavao je nuklearni rat.
169	1	Sufražetski pokret borio se za:	Radnička prava	Pravo glasa za žene	Vjersku slobodu	Slobodu tiska	1	Emmeline Pankhurst — vođa u UK.
170	1	Koliko ratnih žrtava imao je I. svjetski rat?	1 miljon	Oko 10 milijuna vojnika	100 miijuna	50 000	1	Plus milioni civilnih žrtava.
171	1	Koliko žrtava imao je II. svjetski rat?	10 milijuna	Oko 70-85 milijuna	5 milijuna	1 miijun	1	Najsmrtonosniji sukob u povijesti.
172	2	UNICEF je:	Vojnа organizacija	UN-ova organizacija za djecu	Sportska savez	Trgovinska organizacija	1	Osnovan 1946. za pomoć djeci nakon rata.
173	2	UNESCO štiti:	Samo životinje	Svjetsku kulturnu i prirodnu baštinu	Samo ekonomske interese	Samo granice	1	Plitvička jezera, Dubrovnik — na UNESCO listi.
174	2	Crveni križ osnovan je:	1812.	1863.	1919.	1945.	1	Henry Dunant — Ženeva, humanitarna pomoć.
175	1	Emancipacija u 20. st. odnosila se na:	Samo ekonomaju	Oslobođenje potlačenih grupa (žene, manjine, kolonije)	Samo vojsku	Samo politiku	1	Širi pokret za ljudska prava i jednakost.
176	2	Perestrojka (Gorbačov) značila je:	Zatvaranje SSSR-a	Ekonomsku i političku preobrazbu SSSR-a	Vojnu ekspanziju	Stagnaciju	1	Doprinijela padu komunizma.
177	2	Boris Jeljcin bio je:	Sovjetski vođa	Prvi predsjednik post-sovjetske Rusije	Ukrajinskа predsjednik	Poljski premijer	1	1991.-1999.
178	2	Tiananmen trg (1989.) simbol je:	Kineskog ekonomskog rasta	Gušenja prodemokratskih prosvjeda u Kini	Kineske kulturne revolucije	Kineskog turizma	1	Vojska je razbila studentske prosvjede.
179	1	Albert Einstein objavio je teoriju relativnosti:	1895.	1905. i 1915.	1925.	1945.	1	Revolucija u fizici.
180	1	Manhattan projekt bio je:	Urbanistički plan	Tajni američki program razvoja atomske bombe	Medicinski projekt	Svemirski program	1	Doveo do bombi bačenih na Japan 1945.
181	2	Europski sud za ljudska prava sjedište ima u:	Bruxellesu	Strasbourgu	Haagu	Luxembourgu	1	Osigurava poštivanje Europske konvencije o ljudskim pravima.
182	2	Međunarodni kazneni sud (ICC) sjedište ima u:	New Yorku	Ženevi	Haagu	Parizu	2	Osnovan 2002. za procesuiranje ratnih zločina.
183	1	Rokovi prve petoljetke u SSSR-u (1928.-32.) bili su:	Demokratske reforme	Intenzivna industrijalizacija i kolektivizacija	Vojne vježbe	Kulturni projekti	1	Staljinov plan brzog industrijskog razvoja.
184	2	Willy Brandt i njegova 'nova istočna politika' značila je:	Izolaciju Istoka	Njemački pokušaj pomirenja sa Sovjetskim blokom	Vojnu invaziju	Kolonizaciju	1	Ostpolitik — normalizacija odnosa s DDR-om i Istokom.
185	2	Vatikanski koncil II. (1962.-65.) bio je:	Vojna konferencija	Značajna reforma Katoličke crkve	Ekonomska konferencija	Sportski događaj	1	Modernizacija liturgije i dijalog s drugim religijama.
186	1	Art déco stil bio je popularan:	U 18. st.	U 1920-im i 1930-im	U 21. st.	U srednjem vijeku	1	Elegantni geometrijski dizajn.
187	1	Popularna kultura 20. st. uključuje:	Samo klasičnu glazbu	Film, jazz, rock, televiziju, stripove	Samo knjige	Samo slikarstvo	1	Masovna kultura — od Hollywooda do Beatlesa.
188	2	Klimatska konferencija COP nastoji:	Promovirati fosilna goriva	Smanjiti globalno zagrijavanje međunarodnim dogovorima	Samo analizirati vremenske prilike	Promovirati nuklearne testove	1	Pariski sporazum 2015. — cilj ograničiti zagrijavanje.
189	2	Južnoafrička istina i pomirenje komisija bila je:	Sudski proces	Proces suočavanja s zločinima apartheida bez osvete	Vojni tribunal	Ekonomska reforma	1	Desmond Tutu — prijelaz od apartheida.
190	2	Euro je uveden kao valuta:	1990.	1999. (elektronski), 2002. (gotovina)	2010.	2015.	1	Zajednička valuta eurozone.
191	1	Bitka za Atlantik (1939.-45.) bila je:	Kopnena bitka	Najdulji kontinuirani rat kampanja — podmornički rat	Zračna bitka	Samo jedna bitka	1	Njemačke podmornice protiv savezničkih konvoja.
192	1	Britanski Empire je:	Postojao samo u Aziji	Bio najveće carstvo u povijesti	Bio mali europski savez	Bio samo u Africi	1	Pokrivao je četvrtinu kopnene površine.
193	2	Tehnološka revolucija u 20. st. uključuje:	Samo parni stroj	Avijaciju, računala, internet, mobilne telefone	Samo kotač	Samo tiskalu	1	Dramatično promijenila svakodnevni život.
194	2	Kina je postala ekonomska supersila u:	19. st.	Početkom 20. st.	Krajem 20. i početkom 21. st.	Srednjem vijeku	2	Otvaranje ekonomije pod Deng Xiaopingom.
195	1	D-Day je bio:	Deutscher Tag	Dan odluke — početak oslobađanja zapadne Europe	Dan diplomatije	Dan demokracije	1	6. lipnja 1944. — Normandija.
196	2	Domovinski rat u Hrvatskoj koštao je:	Samo materijalne štete	Tisuća ljudskih života, stotina tisuća izbjeglica	Ništa značajno	Samo ekonomske probleme	1	Teška cijena neovisnosti.
197	2	Hrvatska danas je:	Monarhija	Parlamentarna republika, članica EU i NATO	Diktatura	Federacija	1	Predsjednik + sabor + vlada.
198	1	Osim vojnih, II. sv. rat donio je i:	Samo dobro	Tehnološki napredak (radar, penicilin, rakete)	Samo loše	Ništa novo	1	Mnogi izumi nastali iz ratne nužde.
199	2	21. stoljeće donosi izazove:	Samo ekonomske	Klimatske, migrantske, tehnološke, zdravstvene	Samo vojne	Samo kulturne	1	Multilateralna suradnja, održivi razvoj.
200	2	Učenje povijesti važno je jer:	Samo za ocjene	Pomaže nam razumjeti sadašnjost i graditi bolju budućnost	Nije važno	Samo za zabavu	1	Tko ne poznaje prošlost, osuđen je ponavljati pogreške!
