ID	Semestar	Pitanje	Opcija A	Opcija B	Opcija C	Opcija D	Tocan odgovor	Objasnjenje
22	2	Superlativ pridjeva 'groß' (velik) je:	größer	am größten	großer	mehr groß	1	groß — größer — am größten.
23	2	Kako se kaže 'trebao bih' na njemačkom?	Ich muss	Ich soll	Ich sollte	Ich kann	2	Konjunktiv II. = blaži oblik.
24	2	Modalni glagol 'können' znači:	Morati	Moći/znati	Htjeti	Smjeti	1	Ich kann schwimmen = Znam plivati.
25	2	Modalni glagol 'müssen' znači:	Moći	Smjeti	Morati	Htjeti	2	Ich muss lernen = Moram učiti.
26	2	Modalni glagol 'dürfen' znači:	Morati	Moći	Smjeti	Htjeti	2	Darf ich? = Smijem li?
27	2	Modalni glagol 'wollen' znači:	Moći	Morati	Smjeti	Htjeti	3	Ich will = Ja hoću.
28	1	Kako se kaže 'zima' na njemačkom?	Sommer	Frühling	Winter	Herbst	2	der Winter.
29	1	Kako se kaže 'jesen' na njemačkom?	Frühling	Winter	Sommer	Herbst	3	der Herbst.
30	1	Kako se kaže 'žut' na njemačkom?	rot	blau	gelb	grün	2	gelb = žut.
31	2	Präteritum glagola 'sein' u 1. licu jednine:	bin	war	wäre	ist	1	Ich war = Ja sam bio.
32	2	Präteritum glagola 'haben' u 1. licu jednine:	habe	hatte	hätte	hat	1	Ich hatte = Ja sam imao.
33	2	Kako se kaže 'ako' na njemačkom?	weil	obwohl	wenn	dass	2	Wenn ich Zeit habe... = Ako imam vremena...
34	2	Kako se kaže 'da' (veznik) na njemačkom?	weil	dass	wenn	und	1	Ich denke, dass... = Mislim da...
35	1	Kako se kaže 'kuća' na njemačkom?	Haus	Hause	Häuser	Häusern	0	das Haus, množina: die Häuser.
36	1	Akuzativ člana 'der' je:	der	die	das	den	3	Ich sehe den Mann.
37	2	Reflexivni glagol 'sich freuen' znači:	Bojati se	Veseliti se	Ljutiti se	Nadati se	1	Ich freue mich = Veselim se.
38	2	Reflexivni glagol 'sich interessieren für' znači:	Bojati se nečega	Zanimati se za nešto	Nadati se	Ljutiti se	1	Ich interessiere mich für Sport.
39	1	Kako se kaže 'kolodvor' na njemačkom?	Flughafen	Bahnhof	Krankenhaus	Rathaus	1	der Bahnhof.
40	1	Kako se kaže 'bolnica' na njemačkom?	Schule	Bahnhof	Krankenhaus	Rathaus	2	das Krankenhaus.
41	2	Pasiv u njemačkom tvori se od:	haben + Infinitiv	werden + Partizip II.	sein + Infinitiv	können + Partizip II.	1	Das Buch wird gelesen = Knjiga se čita.
42	2	Futur I. u njemačkom tvori se od:	haben + Partizip II.	sein + Partizip II.	werden + Infinitiv	sollen + Infinitiv	2	Ich werde lernen = Učit ću.
43	1	Koji prijedlog zahtijeva uvijek akuzativ?	mit	für	aus	bei	1	für, durch, gegen, ohne, um → akuzativ.
44	1	Koji prijedlog zahtijeva uvijek dativ?	für	gegen	mit	um	2	mit, nach, aus, bei, von, zu, seit, gegenüber → dativ.
45	1	Wechselpräpositionen (dvostruki prijedlozi) mogu imati:	Samo akuzativ	Samo dativ	Akuzativ (kamo?) ili dativ (gdje?)	Samo genitiv	2	an, auf, hinter, in, neben, über, unter, vor, zwischen.
46	2	Konjunktiv II. glagola 'sein' je:	bin	war	wäre	ist	2	Ich wäre = Ja bih bio.
47	2	Konjunktiv II. glagola 'haben' je:	habe	hatte	hätte	hat	2	Ich hätte = Ja bih imao.
48	2	'Würde' + infinitiv koristi se za:	Prošlost	Konjunktiv II. (pogodbeni način)	Prezent	Imperativ	1	Ich würde kommen = Ja bih došao.
49	1	Kako se kaže 'srijeda' na njemačkom?	Montag	Dienstag	Mittwoch	Donnerstag	2	Mittwoch = sredina tjedna.
50	1	Kako se kaže 'siječanj' na njemačkom?	Februar	März	Januar	April	2	der Januar.
51	2	Relativna zamjenica u njemačkom:	Nema roda	Ovisi o rodu, broju i padežu imenice na koju se odnosi	Uvijek je 'der'	Uvijek je 'die'	1	Npr. der Mann, der... / die Frau, die...
52	2	'Obwohl' znači:	Jer	Premda / iako	Ako	Da	1	Obwohl es regnet, gehe ich spazieren.
53	1	Kako se tvori množina imenica na '-en'?	Svi su isti	Mnoge ženske imenice: die Frau → die Frauen	Samo muški	Samo srednji	1	Čest oblik množine.
54	1	Imperativ za 'du' glagola 'kommen':	Kommst	Komm	Kommen Sie	Kommt	1	Komm! = Dođi!
55	1	Imperativ za 'ihr' glagola 'lesen':	Lies	Lest	Lesen	Lese	1	Lest! = Čitajte! (vi)
56	1	Imperativ za 'Sie' glagola 'sprechen':	Sprich	Sprecht	Sprechen Sie	Sprichst	2	Sprechen Sie! = Govorite! (formalno)
57	2	Koji glagol koristi 'sein' u perfektu?	kaufen	machen	fahren	lernen	2	Fahreni (glagoli kretanja) → Ich bin gefahren.
58	2	Nepravilni glagol 'essen' u Partizip II.:	geesst	gegessen	geesset	gessen	1	Ich habe gegessen.
59	2	Nepravilni glagol 'trinken' u Partizip II.:	getrinkt	getrunken	getrunkt	gedrunkt	1	Ich habe getrunken.
60	2	Nepravilni glagol 'schreiben' u Partizip II.:	geschreibt	geschrieben	geschreibet	geschrieb	1	Ich habe geschrieben.
61	1	Kako se kaže 'kupiti' na njemačkom?	verkaufen	kaufen	bezahlen	bestellen	1	kaufen = kupiti, verkaufen = prodati.
62	1	Kako se kaže 'praznici' na njemačkom?	Ferien	Feiern	Feste	Freizeit	0	die Ferien (mn.) — školski praznici.
63	2	Genitiv člana 'das' je:	das	dem	des	den	2	des Buches = knjige (genitiv).
64	2	Kako se kaže 'osim toga' na njemačkom?	trotzdem	außerdem	deshalb	jedoch	1	Außerdem = osim toga / usto.
65	1	Kako se kaže 'kruh' na njemačkom?	Brötchen	Brot	Butter	Käse	1	das Brot.
66	1	Kako se kaže 'mlijeko' na njemačkom?	Wasser	Saft	Milch	Tee	2	die Milch.
67	1	Kako se kaže 'vlak' na njemačkom?	Bus	Auto	Zug	Flugzeug	2	der Zug.
68	1	Kako se kaže 'avion' na njemačkom?	Zug	Auto	Bus	Flugzeug	3	das Flugzeug.
69	2	Kako se kaže 'usprkos' na njemačkom?	wegen	trotz	während	statt	1	trotz + Genitiv.
70	2	Kako se kaže 'umjesto' na njemačkom?	trotz	wegen	statt	während	2	statt/anstatt + Genitiv.
71	1	Osobna zamjenica 'mi' na njemačkom je:	sie	ihr	wir	du	2	wir = mi.
72	1	Koji rod ima 'Mädchen' (djevojka)?	Muški (der)	Ženski (die)	Srednji (das)	Množinski	2	das Mädchen — sve umanjenice su srednjeg roda.
73	2	Kako se kaže 'slažem se' na njemačkom?	Ich bin dagegen	Ich stimme zu	Ich lehne ab	Ich weiß nicht	1	zustimmen = složiti se.
74	2	Kako se kaže 'ne slažem se' na njemačkom?	Ich stimme zu	Ich bin einverstanden	Ich bin dagegen / Ich lehne ab	Ich weiß es	2	dagegen sein = biti protiv.
75	1	Kako se kaže 'rječnik' na njemačkom?	Buch	Wörterbuch	Lehrbuch	Heft	1	das Wörterbuch = Wörter + Buch.
76	1	Kako se kaže 'doručak' na njemačkom?	Mittagessen	Abendessen	Frühstück	Mahlzeit	2	das Frühstück.
77	1	Kako se kaže 'ručak' na njemačkom?	Frühstück	Mittagessen	Abendessen	Snack	1	das Mittagessen.
78	2	Infinitivna konstrukcija 'um...zu + Infinitiv' znači:	Jer	Da bi / kako bi (namjera)	Premda	Kada	1	Ich lerne, um gute Noten zu bekommen.
79	2	Konstrukcija 'ohne...zu + Infinitiv' znači:	S time da	Bez da	Da bi	Umjesto da	1	Er ging, ohne ein Wort zu sagen.
80	2	'Statt...zu + Infinitiv' znači:	Da bi	Bez da	Umjesto da	Jer	2	Statt zu lernen, spielte er.
81	1	Kako se kaže 'okoliš/priroda' na njemačkom?	Natur	Umfeld	Umwelt	Wald	2	die Umwelt = okoliš. die Natur = priroda.
82	1	Kako se kaže 'budućnost' na njemačkom?	Vergangenheit	Gegenwart	Zukunft	Geschichte	2	die Zukunft.
83	1	Kako se kaže 'prošlost' na njemačkom?	Zukunft	Vergangenheit	Gegenwart	Zeitraum	1	die Vergangenheit.
84	2	'Nachdem' uvodi rečenicu koja označava:	Istovremenu radnju	Radnju koja se dogodila prije glavne radnje	Budućnost	Uvjet	1	Nachdem ich gegessen hatte, ging ich.
85	2	'Bevor' uvodi rečenicu koja označava:	Naknadno	Prije nego što	Zato što	Iako	1	Bevor ich gehe, rufe ich dich an.
86	2	'Während' može značiti:	Jer	Dok / za vrijeme	Umjesto	Ispod	1	Während des Unterrichts = za vrijeme nastave.
87	1	Kako se kaže 'novine' na njemačkom?	Brief	Zeitung	Buch	Zeitschrift	1	die Zeitung.
88	1	Kako se kaže 'tijelo' na njemačkom?	Kopf	Hand	Körper	Bein	2	der Körper.
89	1	Kako se kaže 'zdravlje' na njemačkom?	Krankheit	Gesundheit	Medizin	Apotheke	1	die Gesundheit.
90	1	Kako se kaže 'bolestan' na njemačkom?	gesund	krank	müde	hungrig	1	krank = bolestan.
91	2	Plusquamperfekt se tvori od:	Prezent 'haben/sein' + Partizip II.	Präteritum 'haben/sein' + Partizip II.	Futur + Partizip II.	Infinitiv + Partizip II.	1	Ich hatte gemacht = Bio sam napravio.
92	2	Wie se izgovara se glasi:	/vaɪ/	/viː/	/wiː/	/wɛ/	2	Wie = kako.
93	1	Koje se slovo ne koristi u njemačkom ali se izgovara 'ss'?	ä	ö	ü	ß	3	ß (Eszett/scharfes S) = ss.
94	1	Umlaut se javlja na slovima:	a, o, u → ä, ö, ü	e, i	b, d	s, z	0	Änderung, schön, über.
95	2	Kako se kaže 'baviti se nečim' na njemačkom?	sich kümmern um	sich beschäftigen mit	sich bedanken für	sich ärgern über	1	sich beschäftigen mit + Dativ.
96	2	Kako se kaže 'zahvaliti se' na njemačkom?	sich beschweren	sich bedanken	sich erinnern	sich wundern	1	sich bedanken bei + Dativ, für + Akuzativ.
97	1	Kako se kaže 'jako' na njemačkom?	wenig	nie	sehr	immer	2	sehr gut = jako dobro.
98	1	Kako se kaže 'uvijek' na njemačkom?	nie	manchmal	selten	immer	3	immer = uvijek.
99	1	Kako se kaže 'nikada' na njemačkom?	immer	oft	nie / niemals	manchmal	2	nie = nikada.
100	2	Učenje njemačkog jezika korisno je jer:	Samo za ocjenu	Njemački je jedan od najvažnijih europskih jezika za posao i studij	Nije korisno	Samo u Njemačkoj	1	Govori ga oko 100 milijuna izvornih govornika!
