ID	Semestar	Pitanje	Opcija A	Opcija B	Opcija C	Opcija D	Tocan odgovor	Objasnjenje
130	2	Nigerija je:	Europska država	Najmnogoljudnija afrička država	Azijska država	Američka država	1	Preko 220 milijuna stanovnika, Abuja glavnog grad.
131	1	Akvifer je:	Vrsta oblaka	Podzemni sloj koji sadrži vodu	Vrsta tla	Vrsta stijene	1	Izvor pitke vode u mnogim područjima.
132	2	Argentina je:	Europska država	Afrička država	Južnoamerička država, Buenos Aires glavni grad	Azijska država	2	Druga najveća država u J. Americi.
133	1	Geotermalna energija koristi:	Energiju vjetra	Toplinu iz Zemljine unutrašnjosti	Sunčevu energiju	Energiju vode	1	Island koristi geotermalnu energiju za grijanje.
134	2	Vatikan je:	Otok	Najmanja država na svijetu	Veliki kontinent	Planina	1	Smješten u Rimu, oko 44 hektara.
135	1	Otokar je:	Vrsta tla	Otočna država	Otok koji nastaje nanosima na ušću	Morska struja	1	Npr. Island, Japan, Velika Britanija.
136	2	Korejski poluotok podijeljen je na:	Tri države	Jednu državu	Sjevernu i Južnu Koreju	Četiri države	2	Podijeljene od 1953., vrlo različiti sustavi.
137	1	Slatka voda čini koliko posto vode na Zemlji?	97%	50%	Samo oko 3%	25%	2	Većina je zarobljena u ledenjacima.
138	2	OPEC je organizacija:	Sportskih klubova	Zemalja izvoznica nafte	Humanitarnih organizacija	Pomorskih država	1	Regulira proizvodnju i cijene nafte.
139	1	Litosfera je:	Atmosferski sloj	Čvrsti vanjski sloj Zemlje (kora i gornji omotač)	Vodeni sloj	Magnetsko polje	1	Podijeljena na tektonske ploče.
140	1	Atmosfera Zemlje se sastoji uglavnom od:	Kisika i vodika	Dušika (78%) i kisika (21%)	CO2 i metana	Helija i neona	1	Dušik je najzastupljeniji plin.
141	2	BRICS uključuje:	Samo europske države	Brazil, Rusiju, Indiju, Kinu, Južnoafričku Republiku	Samo azijske države	Samo afričke države	1	Veliki gospodarstva u razvoju.
142	1	Pijeska polumjeseckastog oblika u pustinji zove se:	Delta	Barchan (barkán)	Morena	Dina	1	Nastaje djelovanjem vjetra.
143	2	Indonezija je:	Europska država	Najveća otočna država na svijetu	Afrička država	Južnoamerička država	1	Preko 17 000 otoka, Jakarta je bila glavni grad.
144	1	Ovojnica Zemlje u kojoj vlada životima je:	Litosfera	Astenosfera	Biosfera	Magnetosfera	2	Zrak, voda i tlo u kojem žive organizmi.
145	2	Saudijska Arabija je poznata po:	Šumama	Najvećim rezervama nafte	Fjordovima	Ledenjacima	1	Rijad je glavni grad.
146	1	Izobare su linije jednakog:	Nadmorske visine	Temperatura	Atmosferskog tlaka	Oborina	2	Koriste se na sinoptičkim kartama.
147	1	Izoterme su linije jednake:	Vlažnosti	Temperature	Nadmorske visine	Tlaka	1	Prikazuju prostornu distribuciju temperatura.
148	2	Norveška je poznata po:	Pustinjama	Fjordovima i naftnoj industriji	Tropskim šumama	Savanama	1	HDI među najvišim na svijetu.
149	1	HDI (Human Development Index) mjeri:	Samo BDP	Razvoj po životnom vijeku, obrazovanju i dohotku	Samo populaciju	Samo klimu	1	Norveška, Švicarska i Island među vodećima.
150	2	Što je Schengenski prostor?	Vojna zona	Područje bez unutarnjih graničnih kontrola u Europi	Samo ekonomska zona	Samo valutna zona	1	Slobodno kretanje osoba.
151	1	Padavine mogu biti u obliku:	Samo kiše	Kiše, snijega, tuče, rosice	Samo snijega	Samo tuče	1	Ovise o temperaturi i vlažnosti.
152	2	Filipini se nalaze u:	Africi	Europi	Jugoistočnoj Aziji	Južnoj Americi	2	Otočna država, Manila je glavni grad.
153	1	Zemljotres se mjeri:	Termometrom	Seizmografom (Richterova i Mercallijeva skala)	Barometrom	Anemometrom	1	Richterova skala mjeri magnitidu.
154	1	Epicentar potresa je:	Središte Zemlje	Točka na površini iznad žarišta potresa	Kraj potresa	Samo u moru	1	Hipocentar je ispod, epicentar je na površini.
155	2	Nepal je poznat po:	Moru	Himalajama i Mount Everestu	Pustinjama	Ravnicama	1	Katmandu je glavni grad.
156	1	Što je plima i oseka?	Zračne promjene	Periodično podizanje i spuštanje razine mora	Vulkanska aktivnost	Temperaturne promjene	1	Uzrokovano gravitacijom Mjeseca i Sunca.
157	2	Dalmatinska obala je:	Ravna	Razvedeni tip obale s otocima paralelnim kopnu	Bez otoka	Fjordovskog tipa	1	Tip obale nazvan po Dalmaciji.
158	1	Humus je:	Vrsta stijene	Organski dio tla nastao raspadanjem biljnih i životinjskih ostataka	Vrsta vode	Vrsta minerala	1	Ključan za plodnost tla.
159	2	Švicarska je poznata po:	Moru	Neutralnosti, bankama i Alpama	Pustinjama	Tropskim šumama	1	Bern je glavni grad, nije članica EU.
160	2	Island je:	Pustinjska država	Vulkanski otok na Atlantiku, koristi geotermalnu energiju	Tropski raj	Ravnica	1	Reykjavik je najsjeverniji glavni grad.
161	1	Orografske oborine nastaju:	Na moru	Kada se vlažan zrak diže uz planinu	U pustinjama	Na ravnicama	1	Privjetrina strana planine je kišovitija.
162	1	Zavjetrina strana planine je:	Kišovitija	Sušnija (kišna sjena)	Jednako vlažna	Hladnija	1	Zrak se spušta i zagrijava — manje kiše.
163	2	Irska je poznata kao:	Suha zemlja	Smaragdni otok (zelena od kiše)	Crveni otok	Ledeni otok	1	Dublin je glavni grad.
164	2	Poljska se nalazi u:	Južnoj Europi	Srednjoj Europi	Sjevernoj Africi	Aziji	1	Varšava je glavni grad, članica EU.
165	1	Permafrost je:	Vrsta oblaka	Trajno zamrznuto tlo u polarnim područjima	Vrsta stijene	Vrsta rijeke	1	Topljenje uzrokuje klizišta i emisiju metana.
166	2	Zagorje je:	Primorska regija	Regija sjeverno od Medvednice	Otočje	Pustinja	1	Poznato po vinogorjima, dvorcima i toplim izvorima.
167	2	Lika se nalazi:	Na obali	U unutrašnjosti, između Velebita i Plješivice	Na otocima	U Slavoniji	1	Pozna po Plitvicama i krškom reljefu.
168	1	Globalizacija je:	Izolacija država	Povezivanje ekonomija, kultura i ljudi diljem svijeta	Samo lokalni razvoj	Samo ratovanje	1	Internet, trgovina i putovanja povezuju svijet.
169	2	Cipar je:	Južnoamerički otok	Otočna država u Sredozemnom moru	Afrički kontinent	Azijski poluotok	1	Podijeljen između Grčke i Turske zajednice, u EU.
170	2	Malta je:	Velika država	Mala otočna država u Sredozemnom moru, EU	Planina	Rijeka	1	Valletta je glavni grad.
171	1	Megalopolis je:	Malo selo	Golemo urbano područje nastalo spajanjem više gradova	Otok	Planina	1	Npr. BosWash (Boston-Washington) u SAD-u.
172	1	Favele su:	Luksuzne četvrti	Siromašna naselja u brazilskim gradovima	Parkovi	Muzeji	1	Neformalna naselja bez pravne regulacije.
173	2	Dubina Marijanskog jarka je:	1 000 m	5 000 m	Oko 11 000 m	20 000 m	2	Najdublja točka oceana, u Tihom oceanu.
174	2	Mrtvo more je:	Pravo more	Slano jezero na granici Izraela i Jordana	Slatkovodno jezero	Rijeka	1	Najniže kopneno mjesto na Zemlji (-430 m).
175	1	Podmorski srednje-oceanski hrbat je:	Mjesto subdukcije	Mjesto stvaranja nove oceanske kore	Mjesto erozije	Mjesto taloženja	1	Magma izlazi i stvrdnjava se.
176	1	Subdukcija je:	Spajanje kontinenata	Podvlačenje jedne tektonske ploče pod drugu	Širenje oceana	Erupcija vulkana	1	Uzrokuje dubokomorske jarke i vulkane.
177	2	Koliko je stanovnika u Hrvatskoj (otprilike)?	Oko 2 milijuna	Oko 4 milijuna	Oko 8 milijuna	Oko 10 milijuna	1	Prema popisu 2021. oko 3,9 milijuna.
178	1	Stepski biom karakterizira:	Gusta šuma	Travnati prostori s umjerenom klimom	Polarna klima	Tropska kiša	1	Npr. prerijе u Sjevernoj Americi, stepe u Aziji.
179	2	Hong Kong je:	Nezavisna država	Posebna administrativna regija Kine	Japanski grad	Korejski otok	1	Veliko financijsko središte.
180	2	Singapur je:	Veliki kontinent	Grad-država u jugoistočnoj Aziji	Europski grad	Afrička država	1	Jedan od najrazvijenijih gradova na svijetu.
181	1	Ekološki otisak mjeri:	Veličinu stope	Koliko resursa Zemlje treba za životni stil pojedinca	Visinu	Samo potrošnju vode	1	Razvijenije zemlje imaju veći ekološki otisak.
182	1	Fair trade pokret potiče:	Jeftinu robu	Pravednu cijena za proizvođače u zemljama u razvoju	Monopol	Besplatnu robu	1	Kava, čokolada, pamuk itd.
183	2	Etiopija je:	Europska država	Afrička država, jedna od rijetkih koja nije bila kolonizirana	Azijska država	Američka država	1	Addis Abeba je glavni grad.
184	2	Kenija je poznata po:	Ledenjacima	Nacionalnim parkovima i safari turizmu	Fjordovima	Rudarstvo	1	Nairobi je glavni grad, Masai Mara poznati park.
185	1	Akvakultura je:	Proizvodnja keramike	Uzgoj riba i morskih plodova u kontroliranim uvjetima	Samo ribolov	Samo turizam	1	Raste u značaju za prehranu.
186	2	Tajland se nalazi u:	Africi	Jugoistočnoj Aziji	Europi	Južnoj Americi	1	Bangkok je glavni grad, poznat po turizmu.
187	1	Ozona rupa bila je najveća iznad:	Ekvatora	Europe	Antarktike	Sjeverne Amerike	2	Uzrokovana CFC plinovima, postupno se oporavlja.
188	2	Vijetnam se nalazi:	U Europi	U jugoistočnoj Aziji	U Africi	U Australiji	1	Hanoi je glavni grad.
189	1	Održivi turizam znači:	Masovni turizam	Turizam koji štiti prirodu i koristi lokalnoj zajednici	Samo luksuzni turizam	Samo sportski turizam	1	Smanjuje negativne utjecaje turizma.
190	2	UN-ovi Ciljevi održivog razvoja (SDG) uključuju:	Samo ekonomski rast	17 globalnih ciljeva za ljude, planet i prosperitet	Samo vojnu sigurnost	Samo komercijalne ciljeve	1	Do 2030. — nema siromaštva, čista energija itd.
191	2	Pakistan se nalazi:	U Europi	U južnoj Aziji	U Africi	U Americi	1	Islamabad je glavni grad, 230+ mil. stanovnika.
192	1	Vulkanska aktivnost je najčešća na:	Sredini kontinenata	Rubovima tektonskih ploča	Ravnicama	Polovima	1	Na granicama konvergencije i divergencije.
193	2	Abu Dhabi i Dubai nalaze se u:	Saudijskoj Arabiji	Ujedinjenim Arapskim Emiratima	Kataru	Omanu	1	Bogati emirski gradovi na Arapskom poluotoku.
194	2	Kolumbija je:	Afrička država	Južnoamerička država, Bogotá je glavni grad	Europska država	Azijska država	1	Poznata po kavi, biodiverzitetu, Amazoni.
195	1	Ciklona (niski tlak) donosi:	Lijepo vrijeme	Oblačno, kišno ili olujno vrijeme	Sušu	Vedro nebo	1	Zrak se diže, hladi i kondenzira.
196	1	Anticiklona (visoki tlak) donosi:	Kišu i oluje	Vedro i suho vrijeme	Snijeg	Grmljavinu	1	Zrak se spušta i zagrijava.
197	2	Hrvatska ima mediteransku klimu u:	Slavoniji	Zagorju	Priobalnom pojasu i otocima	Lici	2	Topla sušna ljeta, blage kišne zime.
198	2	Kontinentalna klima u Hrvatskoj prisutna je u:	Na otocima	Unutrašnjosti (Slavonija, Zagorje, Zagreb)	Na obali	U moru	1	Vruća ljeta, hladne zime.
199	1	Što je karbonski otisak?	Oblik ugljena	Ukupna emisija CO2 nekog subjekta	Vrsta minerala	Vrsta stijena	1	Mjeri doprinos globalnom zatopljenju.
200	2	Geografija nas uči:	Samo karti	Razumjeti Zemlju — njene ljude, krajolike, klime i izazove	Samo imena država	Samo rijeke	1	Od lokalne zajednice do globalnog razumijevanja!
