ID	Semestar	Pitanje	Opcija A	Opcija B	Opcija C	Opcija D	Tocan odgovor	Objasnjenje
127	2	Hemofilija je:	Alergija	Poremećaj zgrušavanja krvi	Infektivna bolest	Poremećaj vida	1	X-vezani recesivni gen.
128	2	Downov sindrom nastaje zbog:	Manjka jednog kromosoma	Tri kopije kromosoma 21 (trisomija 21)	Samo jednog spola	Mutacije gena za hemoglobin	1	47 umjesto 46 kromosoma.
129	2	Kariotip je:	Vrsta tkiva	Slika svih kromosoma poredanih po parovima	Vrsta gena	Vrsta proteina	1	Koristi se za dijagnostiku kromosomskih poremećaja.
130	2	PCR (lančana reakcija polimerazom) služi za:	Umnožavanje DNA	Razgradnju proteina	Proizvodnju hormona	Mjerenje pH	0	Milijune kopija specifične DNA sekvence.
131	2	GDP postupak (genski otisak) koristi se u:	Kuhinji	Forenzici za identifikaciju osoba	Kuhanju	Sportu	1	Svaka osoba ima jedinstven DNA profil (osim jednojajčanih blizanaca).
132	2	Spermatogeneza je:	Stvaranje jajnih stanica	Stvaranje spermija	Dioba živčanih stanica	Rast kostiju	1	Odvija se u sjemenicima od puberteta.
133	2	Oogeneza je:	Stvaranje spermija	Stvaranje jajnih stanica	Rast mišića	Dioba eritrocita	1	Započinje prije rođenja djevojčice.
134	2	Zigota je:	Spolna stanica	Oplođena jajna stanica	Spermij	Embrij	1	Nastaje spajanjem spermija i jajne stanice.
135	2	Embrij se razvija u:	Jajovodu	Maternici	Jajniku	Rodnici	1	Ugnijezdi se u sluznicu maternice.
136	2	Pupčana vrpca povezuje:	Majku i bolnicu	Plod i placentu	Dva ploda	Majku i liječnika	1	Prenosi krv između ploda i posteljice.
137	2	Spolno prenosive bolesti (SPB) uključuju:	Prehladu	HIV/AIDS, sifilis, klamidiju	Gripu	Alergije	1	Prenose se spolnim kontaktom.
138	2	Kondom pruža zaštitu od:	Samo trudnoće	Trudnoće i SPB	Samo alergija	Samo infekcija	1	Mehanička barijera.
139	2	Blastocista je:	Vrsta bakterije	Rani stadij embrija (šuplja kuglica stanica)	Vrsta hormona	Vrsta kromosoma	1	Ugnijezdi se u maternicu oko 6. dana.
140	2	Tri zametna listića su:	Samo ektoderm	Ektoderm, mezoderm, endoderm	Samo mezoderm	Samo endoderm	1	Iz njih se razvijaju svi organi.
141	2	Matične (stem) stanice mogu:	Samo umrijeti	Se diferencirati u različite tipove stanica	Samo se dijeliti	Samo mirovat	1	Potencijal za regenerativnu medicinu.
142	2	Autosomi su:	Spolni kromosomi	Svi kromosomi osim spolnih (22 para kod čovjeka)	Samo X kromosomi	Samo Y kromosomi	1	22 para autosoma + 1 par spolnih = 23 para.
143	2	Kodominacija znači:	Jedan alel potpuno dominira	Oba alela se podjednako izražavaju	Nijedan alel se ne izražava	Samo recesivni se izražava	1	Npr. krvna grupa AB.
144	2	Populacija u ekologiji je:	Jedna jedinka	Skupina jedinki iste vrste na istom području	Svi organizmi na Zemlji	Samo biljke	1	Npr. populacija vukova u jednoj šumi.
145	2	Biocenoza je:	Jedna vrsta	Svi živi organizmi na jednom staništu	Samo biljke	Samo bakterije	1	Zajednica svih vrsta na jednom biotopu.
146	2	Abiotički čimbenici su:	Živa bića	Neživi čimbenici (svjetlo, temperatura, voda)	Samo bakterije	Samo biljke	1	Utječu na raspodjelu organizama.
147	2	Biotički čimbenici su:	Neživi čimbenici	Utjecaji živih bića jednih na druge	Samo klima	Samo tlo	1	Predacija, kompeticija, simbioza, parazitizam.
148	2	Piramida biomase pokazuje:	Boju organizama	Ukupnu masu organizama na svakoj trofičkoj razini	Samo broj vrsta	Samo brzinu rasta	1	Producenti su na dnu, vrhunski predatori na vrhu.
149	2	Kruženje ugljika uključuje:	Samo fotosinteze	Fotosintezu, disanje, sagorijevanje, raspadanje	Samo disanje	Samo sagorijevanje	1	CO2 kruži između atmosfere i živih bića.
150	2	Kruženje vode uključuje:	Samo isparavanje	Isparavanje, kondenzacije, oborine, otjecanje	Samo oborine	Samo otjecanje	1	Hidrološki ciklus.
151	2	Fiksacija dušika je:	Gubitak dušika	Pretvaranje atmosferskog N2 u oblike koje biljke mogu koristiti	Samo u tvornicama	Isparavanje dušika	1	Bakterije u korijenu leguminoza.
152	2	Invazivne vrste su:	Domaće vrste	Strane vrste koje se nekontrolirano šire	Ugrožene vrste	Izumrle vrste	1	Mogu narušiti prirodnu ravnotežu ekosustava.
153	2	Nacionalni park služi za:	Industrijski razvoj	Zaštitu prirode i bioraznolikosti	Izgradnju tvornica	Rudarenje	1	Npr. Plitvička jezera, Krka.
154	2	Crvena knjiga sadrži:	Recepte	Popis ugroženih vrsta	Zakone	Matematičke formule	1	IUCN kategorizira stupnjeve ugroženosti.
155	1	Osteoporoza je:	Jačanje kostiju	Smanjenje gustoće kostiju (krhke kosti)	Upala mišića	Upala zglobova	1	Češća kod starijih žena; prevencija: kalcij i vitamin D.
156	1	Skolioza je:	Normalna krivulja kralježnice	Bočno iskrivljenje kralježnice	Upala kukova	Lom kosti	1	Može se liječiti vježbama ili ortopedskim pomagalima.
157	1	Plazma je:	Vrsta krvne stanice	Tekući dio krvi (oko 55% volumena)	Samo proteini	Samo voda	1	Sadrži vodu, proteine, hranjive tvari, hormone.
158	1	Krvna grupa se nasljeđuje po principu:	Dominantno-recesivno samo	Kodominacije (A i B su kodominantni, O recesivan)	Samo od oca	Samo od majke	1	Tri alela: I^A, I^B, i.
159	1	Homeostaza je:	Poremećaj ravnoteže	Održavanje stalnih unutarnjih uvjeta u organizmu	Samo regulacija temperature	Samo probava	1	Temperatura, pH, razina šećera — sve mora biti stabilno.
160	1	Normalna tjelesna temperatura čovjeka je:	34 °C	36,6 °C	39 °C	40 °C	1	Manja odstupanja su normalna.
161	2	Što je epigenetika?	Promjena sekvence DNA	Promjena ekspresije gena bez promjene DNA sekvence	Samo nasljeđivanje	Samo mutacija	1	Okolišni čimbenici mogu utjecati na aktivnost gena.
162	2	Kodon je:	Jedan nukleotid	Niz od tri nukleotida koji kodira aminokiselinu	Cijeli gen	Cijeli kromosom	1	64 moguća kodona, 20 aminokiselina.
163	2	mRNA služi za:	Prijenos genetske informacije iz jezgre do ribosoma	Građenje ribosoma	Transport aminokiselina	Kopiranje DNA	0	Glasnička RNA.
164	2	tRNA služi za:	Kopiranje DNA	Prijenos aminokiselina do ribosoma	Prijenos informacije iz jezgre	Regulaciju gena	1	Transportna RNA.
165	1	Astma je:	Bolest kostiju	Kronična upala dišnih puteva	Bolest bubrega	Bolest srca	1	Suženje bronha uzrokuje otežano disanje.
166	1	Pušenje šteti zdravlju jer:	Samo smrdi	Oštećuje pluća, povećava rizik od raka i srčanih bolesti	Nema štetnih posljedica	Samo boji zube	1	Nikotin je ovisnost, katran uzrokuje rak.
167	1	Alkohol oštećuje:	Samo želudac	Jetru, mozak, srce i mnoge organe	Ništa	Samo kosti	1	Ciroza jetre, ovisnost, štetno za razvoj mozga.
168	2	Održivi razvoj znači:	Neograničeno korištenje resursa	Korištenje resursa za naše potrebe bez ugrožavanja budućih generacija	Samo industrijski rast	Samo ekonomski profit	1	Ravnoteža između razvoja i zaštite okoliša.
169	2	Obnovljivi izvori energije su:	Nafta i ugljen	Sunce, vjetar, voda	Samo nuklearna energija	Samo prirodni plin	1	Ne iscrpljuju se i manje zagađuju.
170	2	Kompostiranje je:	Spaljivanje otpada	Biološka razgradnja organskog otpada u humus	Kemijski proces	Recikliranje plastike	1	Bakterije i gljive pretvaraju otpad u hranjivo tlo.
171	1	Dijafragma se steže (kontrahira) pri:	Izdisanju	Udisanju	Kihanju	Gutanju	1	Spuštanje dijafragme povećava volumen prsnog koša.
172	1	Kisik iz alveola prelazi u krv procesom:	Osmoze	Aktivnog transporta	Difuzije	Filtracije	2	Prelazi iz veće koncentracije u manju.
173	1	Peristaltika je:	Vrsta refleksa	Valovito stezanje mišića probavnog sustava	Vrsta hormona	Vrsta enzima	1	Gura hranu kroz jednjak, želudac i crijeva.
174	1	Žuč se proizvodi u:	Gušterači	Bubrezima	Jetri	Želucu	2	Pohranjuje se u žučnom mjehuru.
175	1	Žuč pomaže u probavi:	Proteina	Ugljikohidrata	Masti (emulgira ih)	Vitamina	2	Razbija masne kapljice u manje.
176	1	Gušterača (pankreas) luči:	Samo inzulin	Probavne enzime i hormone (inzulin, glukagon)	Samo žuč	Samo solnu kiselinu	1	Egzokrini (enzimi) i endokrini (hormoni) dio.
177	1	Glukagon:	Snižava razinu šećera	Povisuje razinu šećera u krvi	Nema funkciju	Proizvodi se u jetri	1	Suprotno od inzulina.
178	2	Mutageni su:	Tvari koje snižavaju mutacije	Tvari ili čimbenici koji izazivaju mutacije	Samo lijekovi	Samo hrana	1	UV, kemikalije, radioaktivno zračenje.
179	2	Rak (karcinom) nastaje zbog:	Samo jedne mutacije	Nekontrolirane diobe stanica uslijed mutacija	Samo virusa	Samo starenja	1	Više mutacija u genima koji kontroliraju diobu.
180	2	Prirodni izbor (selekcija) pogoduje:	Najslabijim jedinkama	Jedinkama koje su najbolje prilagođene okolini	Svima jednako	Samo najvećima	1	Preživljavaju i razmnožavaju se prilagođenije jedinke.
181	1	REM faza sna karakterizirana je:	Dubokim snom bez snova	Brzim pokretima očiju i sanjanjem	Potpunom nepomičnošću	Budnošću	1	Rapid Eye Movement — važna za pamćenje.
182	1	Melatonin je hormon koji:	Ubrzava metabolizam	Regulira ciklus spavanja i budnosti	Povećava apetit	Ubrzava srce	1	Luči epifiza, najviše noću.
183	1	Oksitocin je hormon koji:	Regulira šećer	Potiče kontrakcije maternice i povezanost	Regulira rast	Regulira sol	1	Hormon ljubavi — luči ga hipofiza.
184	2	Biodegradacija je:	Kemijska sinteza	Razgradnja tvari pomoću živih organizama	Fizička promjena	Nuklearna reakcija	1	Bakterije i gljive razgrađuju organske tvari.
185	2	Eutrofikacija je:	Pretjerano obogaćivanje vode hranjivim tvarima	Čišćenje vode	Hlađenje vode	Filtracija vode	0	Uzrokuje prekomjeran rast algi i smanjenje kisika.
186	2	Biom je:	Jedan organizam	Velika ekološka zajednica određena klimom (npr. tajga, savana)	Jedna stanica	Jedan gen	1	Karakteriziran prevladavajućom vegetacijom.
187	2	Tropska prašuma ima:	Malo vrsta	Najveću bioraznolikost na Zemlji	Samo jednu vrstu drveća	Sušnu klimu	1	Topla i vlažna klima pogoduje raznolikosti.
188	1	Kortizol se naziva:	Hormon rasta	Hormon stresa	Hormon sreće	Hormon sna	1	Luči nadbubrežna žlijezda u stresnim situacijama.
189	1	Prolaktin:	Regulira šećer	Potiče lučenje mlijeka	Regulira sol	Ubrzava srce	1	Luči se pojačano tijekom dojenja.
190	2	Antibiotička rezistencija raste zbog:	Premalo korištenja antibiotika	Pretjeranog i nepravilnog korištenja antibiotika	Vakcinacije	Zdrave prehrane	1	Važno je antibiotike koristiti samo po preporuci liječnika.
191	2	Charles Darwin je autor teorije:	Relativnosti	Evolucije prirodnom selekcijom	Kvantne mehanike	Atomske strukture	1	O podrijetlu vrsta (1859).
192	2	Speciacija je:	Izumiranje vrsta	Nastanak novih vrsta	Rast populacije	Smanjenje populacije	1	Geografska ili reproduktivna izolacija.
193	2	Fosili su:	Žive biljke	Sačuvani ostaci ili otisci drevnih organizama	Samo minerali	Samo kosti dinosaura	1	Dokaz evolucije.
194	2	Homologni organi (npr. ruka čovjeka i krilo šišmiša) ukazuju na:	Razlike	Zajedničko podrijetlo	Slučajnost	Ništa	1	Ista osnovna struktura, različita funkcija.
195	2	Analogni organi imaju:	Istu strukturu	Različitu strukturu ali sličnu funkciju	Istu funkciju i strukturu	Ništa zajedničko	1	Npr. krilo ptice i krilo kukca.
196	1	Zdrava prehrana uključuje:	Samo meso	Raznoliku prehranu s voćem, povrćem, žitaricama, proteinima	Samo slatkiše	Samo masti	1	Piramida prehrane prikazuje omjere.
197	1	Tjelesna aktivnost je važna jer:	Samo troši vrijeme	Jača mišiće, kosti, srce i poboljšava mentalno zdravlje	Samo izgleda dobro	Nema koristi	1	Preporuča se min. 60 minuta dnevno za mlade.
198	2	Recikliranje smanjuje:	Samo troškove	Količinu otpada i potrošnju sirovina	Samo zagađenje vode	Samo zagađenje zraka	1	Papir, plastika, staklo, metal — sve se može reciklirati.
199	2	Bioindikatori su:	Kemijski spojevi	Organizmi koji ukazuju na kvalitetu okoliša	Samo termometri	Samo pH papiri	1	Npr. lišajevi ukazuju na čistoću zraka.
200	2	Biologija 8. razreda pomaže nam:	Samo na ispitu	Razumjeti svoje tijelo, genetiku, okoliš i odgovornost	Samo u laboratoriju	Samo za ocjenu	1	Znanje o biologiji čini nas bolje informiranim i odgovornijim!
