ID	Semestar	Pitanje	Opcija A	Opcija B	Opcija C	Opcija D	Tocan odgovor	Objasnjenje
38	2	Elektromotor pretvara:	Toplinsku u mehaničku energiju	Kemijsku u električnu energiju	Električnu u mehaničku energiju	Svjetlosnu u toplinsku energiju	2	Motor koristi magnetsko polje za rotaciju.
39	2	Generator pretvara:	Mehaničku u električnu energiju	Električnu u mehaničku energiju	Toplinsku u kemijsku energiju	Kemijsku u mehaničku energiju	0	Rotacija u magnetskom polju inducira napon.
40	2	Pojavu da promjenjivo magnetsko polje stvara napon nazivamo:	Ohmovin zakon	Elektrostatika	Elektromagnetska indukcija	Elektroliza	2	Faradayev zakon indukcije.
41	2	Transformator služi za:	Proizvodnju struje	Sprječavanje struje	Mjerenje struje	Promjenu napona izmjenične struje	3	Podiže ili snižava napon.
42	2	Izmjenična struja (AC) znači da:	Struja teče samo u jednom smjeru	Struja se ne mijenja	Smjer struje se periodički mijenja	Struja je stalna	2	U kućanstvu je to 50 Hz (50 promjena u sekundi).
43	2	Istosmjerna struja (DC) dolazi iz:	Turbo-generatora	Utičnice	Baterije	Transformatora	2	Baterija daje stalni smjer struje.
44	2	Što je val?	Mirovanje čestice	Prijenos energije bez prijenosa tvari	Prijenos tvari	Težina vode	1	Čestice titraju, ali se ne prenose.
45	2	Zvuk je:	Elektromagnetski val	Mehanički (longitudinalni) val	Svjetlosni val	Toplinski val	1	Zvuk se širi titranjem čestica medija.
46	2	Zvuk se NE može širiti kroz:	Zrak	Vodu	Čelik	Vakuum	3	Za zvuk trebaju čestice medija.
47	2	Brzina zvuka u zraku je otprilike:	3000 m/s	340 m/s	1500 m/s	100 m/s	1	Oko 340 m/s na 20 °C.
48	2	Što je frekvencija vala?	Visina vala	Vjerojatnost vala	Brzina vala	Broj titraja u sekundi	3	Mjerna jedinica je Hertz (Hz).
49	2	Mjerna jedinica za frekvenciju je:	Metar (m)	Herceg (Hz)	Sekunda (s)	Hertz (Hz)	3	1 Hz = 1 titraj u sekundi.
50	2	Što je amplituda vala?	Duljina vala	Maksimalni otklon od ravnotežnog položaja	Brzina vala	Broj valova	1	Veća amplituda = glasniji zvuk.
51	2	Veza frekvencije (f), valne duljine (λ) i brzine (v) je:	v = f - λ	v = f + λ	v = f * λ	v = f / λ	2	Brzina = frekvencija * valna duljina.
52	2	Viši ton ima:	Nižu frekvenciju	Veću amplitudu	Višu frekvenciju	Dulju valnu duljinu	2	Viša frekvencija = viši ton.
53	2	Glasniji zvuk ima:	Kraću valnu duljinu	Veću amplitudu	Veću frekvenciju	Manju brzinu	1	Glasnoća ovisi o amplitudi.
54	2	Odjek nastaje zbog:	Loma zvuka	Pojačanja zvuka	Difrakcije zvuka	Refleksije (odbijanja) zvuka	3	Zvuk se odbija od prepreke i vraća.
55	2	Ultrazvuk ima frekvenciju:	Manju od 20 Hz	Između 20 Hz i 20 kHz	Točno 50 Hz	Veću od 20 kHz	3	Iznad gornje granice ljudskog sluha.
56	2	Svjetlost je:	Mehanički val	Zvučni val	Elektromagnetski val	Toplinski val	2	Može putovati i kroz vakuum.
57	2	Brzina svjetlosti u vakuumu iznosi otprilike:	340 m/s	3 000 000 m/s	300 000 km/s	30 000 km/s	2	c ≈ 3 * 10^8 m/s = 300 000 km/s.
58	2	Zakon refleksije kaže da je kut upada:	Veći od kuta odbijanja	Jednak kutu odbijanja	Manji od kuta odbijanja	Jednak nuli	1	Kut upada = kut refleksije.
59	2	Lom svjetlosti (refrakcija) nastaje kada svjetlost:	Prelazi iz jednog sredstva u drugo	Udari u ogledalo	Prolazi kroz vakuum	Se potpuno apsorbira	0	Npr. iz zraka u vodu ili staklo.
60	2	Konveksna (sabirna) leća:	Raspršuje zrake	Sabire svjetlosne zrake u žarište	Ne utječe na svjetlost	Odbija svjetlost	1	Lupa koristi sabirnu leću.
61	2	Konkavna (rasipna) leća:	Sabire zrake	Raspršuje (rasipa) zrake	Zaustavlja svjetlost	Reflektira zrake	1	Koristi se za korekciju kratkovidnosti.
62	2	Bijela svjetlost se može rastaviti pomoću:	Ogledala	Magneta	Prizme	Žice	2	Newton je prikazao rastavljanje u spektar boja.
63	2	Dugin spektar boja (ROYGBIV) počinje s:	Plavom	Crvenom	Žutom	Ljubičastom	1	Crvena ima najdulju valnu duljinu.
64	1	Elektroskop služi za:	Mjerenje struje	Mjerenje temperature	Proizvod energije	Otkrivanje električnog naboja	3	Listići se razmaknu kada su nabijeni.
65	1	Što je Coulombov zakon?	Zakon o magnetizmu	Sila između naboja proporcionalna umnošku naboja i obrnuto proporcionalna kvadratu udaljenosti	Zakon o gravitaciji	Zakon o svjetlosti	1	F = k * q1 * q2 / r^2.
66	1	Potrošač snage 2 kW radi 3 sata. Koliko energije potroši?	6 kWh	5 kWh	1,5 kWh	0,6 kWh	0	E = P * t = 2 * 3 = 6 kWh.
67	1	U serijskom spoju jakost struje je:	Najmanja na kraju	Različita na svakom otporniku	Ista kroz sve otpornike	Jednaka nuli	2	U serijskom spoju ista struja teče kroz sve elemente.
68	1	U paralelnom spoju napon na svakom otporniku je:	Različit	Nula	Jednak (isti)	Dvostruk	2	Svi su spojeni na iste točke pa imaju isti napon.
69	1	Specifični otpor materijala označava se grčkim slovom:	ρ (ro)	λ (lambda)	μ (mi)	ω (omega)	0	Svaki materijal ima različiti specifični otpor.
70	2	Što je elektroliza?	Proizvodnja magneta	Rastavljanje spojeva strujom	Magnetna indukcija	Proizvodnja zvuka	1	Koristi se za dobivanje metala i galvanizaciju.
71	2	Solarna ćelija pretvara:	Toplinsku u mehaničku energiju	Svjetlosnu u električnu energiju	Kemijsku u toplinsku energiju	Zvučnu u svjetlosnu energiju	1	Fotonaponski efekt.
72	2	LED dioda emitira:	Zvuk	Toplinu	Magnetsko polje	Svjetlost	3	Light Emitting Diode.
73	2	Transverzalni val ima titranje:	U smjeru širenja	Suprotno od širenja	Okomito na smjer širenja	Kružno	2	Npr. val na užetu.
74	2	Longitudinalni val ima titranje:	Okomito na smjer širenja	U smjeru širenja	Kružno	Nihanje	1	Npr. zvučni val (zgušnjavanje i razrjeđivanje).
75	1	Formula za toplinski učinak struje (Jouleov zakon) je:	Q = I^2 * R * t	Q = U * t	Q = I * R	Q = R / I	0	Toplina nastaje prolaskom struje kroz otpornik.
76	2	Difrakcija zvuka znači:	Refleksija	Pojačanje	Savijanje oko prepreke	Apsorpcija	2	Val obilazi prepreku.
77	2	Ravno ogledalo daje sliku koja je:	Umanjenu	Uvećanu	Obrnutu lijevo-desno (virtualna)	Okrenutu naopako	2	Uspravna, jednake veličine, virtualna.
78	2	Žarišna duljina leće (f) je:	Udaljenost žarišta od optičkog središta leće	Debljina leće	Širina leće	Boja leće	0	Određuje jakost leće.
79	1	Napon u kućnoj utičnici u Hrvatskoj je:	110 V	12 V	380 V	230 V	3	Standard u Europi je 230 V, 50 Hz.
80	1	Što je poluvodič?	Izolator koji vodi toplinu	Materijal čija vodljivost ovisi o uvjetima	Metal koji ne vodi struju	Vrsta magneta	1	Silicij i germanij su poluvodiči.
81	1	Kolika je ukupna energija trošila od 500 W koje radi 2 h?	1000 Wh = 1 kWh	100 Wh	250 Wh	500 Wh	0	E = 500 * 2 = 1000 Wh = 1 kWh.
82	2	Infracrveno zračenje koristimo za:	Rendgen snimke	Daljinske upravljače	Sterilizaciju	Proizvodnju zvuka	1	IR zrake su ispod vidljivog spektra.
83	2	Ultraljubičasto (UV) zračenje:	Je sigurno za kožu	Može izazvati opekline na koži	Vidi se golim okom	Je vrsta zvuka	1	UV zrake imaju veću energiju od vidljive svjetlosti.
84	2	Rendgenske zrake služe u medicini za:	Grijanje	Snimanje kostiju	Proizvodnju struje	Mjerenje zvuka	1	Prolaze kroz meko tkivo, ali ne kroz kosti.
85	1	Kirchhoffov zakon za struje kaže:	Struja uvijek opada	Zbroj struja koje ulaze u čvor = zbroj struja koje izlaze	Struja je stalna u cijelom krugu	Napon raste	1	Zakon očuvanja naboja na čvoru.
86	1	Kirchhoffov zakon za napone kaže:	Zbroj svih napona u zatvorenoj petlji = 0	Napon je uvijek pozitivan	Napon raste duž kruga	Napon je jednak struji	0	Algebarski zbroj napona duž petlje.
87	2	Kakav je val na površini vode?	Longitudinalni	Elektromagnetski	Zvučni	Transverzalni	3	Čestice vode titraju okomito na smjer širenja.
88	2	Kolika je valna duljina ako je f = 500 Hz i v = 340 m/s?	170 000 m	0,68 m	1,47 m	340 m	1	λ = v / f = 340 / 500 = 0,68 m.
89	1	Kapacitet baterije se često izražava u:	Voltima	Amper-satima (Ah)	Wattima	Ohmima	1	Ah govori koliko dugo baterija može davati struju.
90	1	LED žarulja je energetski učinkovitija od žarulje jer:	Proizvodi manje svjetla	Pretvara više energije u svjetlo, a manje u toplinu	Je teža	Troši više struje	1	LED ima bolji stupanj iskoristivosti.
91	2	Što je period vala (T)?	Broj valova	Energija vala	Vrijeme jednog titraja	Brzina vala	2	T = 1 / f.
92	2	Ako je period T = 0,02 s, frekvencija je:	20 Hz	50 Hz	100 Hz	200 Hz	1	f = 1 / T = 1 / 0,02 = 50 Hz.
93	2	Koncavno (udubljeno) ogledalo:	Raspršuje zrake	Sabire zrake u žarište	Ne reflektira	Propušta svjetlost	1	Koristi se u reflektorima.
94	2	Konveksno (ispupčeno) ogledalo:	Sabire zrake	Raspršuje (rasipa) zrake	Proizvodi zvuk	Ne reflektira	1	Koristi se u retrovizorima.
95	1	Formula za otpor vodiča je:	R = ρ * l / A	R = ρ * A / l	R = l * A / ρ	R = I * U	0	ρ = specifični otpor, l = duljina, A = presjek.
96	1	Tvar s najmanjim specifičnim otporom od ponuđenih je:	Drvo	Staklo	Srebro	Plastika	2	Srebro je najbolji vodič elektriciteta.
97	2	Totalna refleksija nastaje kada:	Kut upada je manji od graničnog	Svjetlost ulazi u gušći medij	Kut upada je veći od graničnog kuta	Svjetlost se apsorbira	2	Koristi se u optičkim vlaknima.
98	2	Optičko vlakno prenosi podatke pomoću:	Elektrona	Zvučnih valova	Svjetlosti (totalna refleksija)	Magneta	2	Svjetlosni signal putuje totalnom refleksijom.
99	1	Uzemljenje u kući služi za:	Pojačavanje signala	Smanjenje struje	Zaštitu od strujnog udara	Grijanje	2	Odvodi opasne naboje u zemlju.
100	2	Fizika 8. razreda nas uči:	Samo o magnetima	O elektricitetu, magnetizmu, valovima i optici	Samo o zvuku	Samo o svjetlosti	1	Širok raspon tema koje objašnjavaju svakodnevne pojave!
